Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
10808486,"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,"L'Engle, Madeleine",,"=""""","=""""",3,3.97," Farrar, Straus and Giroux",Kindle Edition,228,2010,1962,2025/08/04,2023/09/02,,,read,"I just finished re-reading A Wrinkle in Time, and the parallels to today’s climate, especially around AI, are haunting.<br/><br/>The story follows 13-year-old misfit Meg Murry, her brilliant younger brother Charles Wallace, and their new friend Calvin as they travel through space and time to rescue Meg and Charles’s father, who is imprisoned on the planet Camazotz.<br/><br/>If you've read A Wrinkle in Time, you might remember Camazotz, where every house is the same and children bounce balls in perfect synchrony, their movements dictated by an invisible force. It’s a chilling image. Everyone from the planet is placidly content as their every thought and action is controlled by IT, a disembodied brain that has taken over all decision-making. No one thinks for themselves. There is neither opportunity nor desire for individuality.<br/><br/><img src=""https://substackcdn.com/image/fetch/$s_!RUfU!,f_auto,q_auto:good,fl_progressive:steep/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2F34de561b-87a6-4c0c-8f9d-f2c0a0951b6a_480x200.gif"" alt=""description""/><br/><br/>Relinquishing control to IT has a powerful appeal. It promises peace and freedom, and in many ways, it delivers. Letting IT make all the decisions removes anxiety, eliminates difficult choices, and protects people from the pain and uncertainty that come with thinking for themselves.<br/><br/>Life on Camazotz is frictionless. No one struggles. No one fails. No one has to face the unknown.<br/><br/>But it's not freedom with a capital F. It's the absence of everything that makes us human—struggle, growth, love, purpose. The residents of Camazotz have abdicated humanity for comfort, and what they've gotten in return is a kind of living death.<br/><br/>When IT tries to convince Meg, Charles Wallace, and Calvin to surrender to its all-controlling power, the offer is seductive. Why suffer when you could be at peace? Why deal with the pain of being different? Why make hard decisions when someone infinitely smarter could make them for you?<br/><br/>It is the same temptation behind students submitting AI-written essays or job seekers using AI agents as interview surrogates. Wouldn't it be easier to let the machines handle the hard parts?<br/><br/>I wrote more about a wrinkle in time & AI on my substack: <a href=""https://graceraper.substack.com/p/terrified-of-agi-pick-up-a-children"">Terrified of AI? Pick up a Children's Book</a>",,,1,0
40535691,The Right It: Why So Many Ideas Fail and How to Make Sure Yours Succeed,Alberto Savoia,"Savoia, Alberto",,"=""0062884654""","=""9780062884657""",3,4.30,HarperOne,Hardcover,272,2019,,2025/08/31,2025/08/11,,,read,This was fine! I feel like this 6hrs of content could have been an awesome 1hr YouTube video.,,,1,0
12543,Bird by Bird,Anne Lamott,"Lamott, Anne",,"=""""","=""""",3,4.24,Anchor,Paperback,238,1995,1994,2025/01/23,2025/01/20,,,read,"I’m not entirely sure what led me to pick up <I>Bird by Bird</I>, considering I have no aspirations of becoming a writer. It was probably the influence of the many writers and aspiring authors I follow on TikTok—almost all of whom have read this book, as I’ve gathered from their posts or glimpses of it on their bookshelves in the background.<br/><br/>Perhaps some of the advice I absorbed will make me a better reader. Even if it doesn’t, this book was surprisingly entertaining. Anne Lamott is funny—like <b>very</b> funny. And as someone who can barely manage a journal entry for fear of disappointing my future self with the imperfection of my present self, I’ll gladly be reminded, over and over again, that the best things start messy. Good books begin as messy, embarrassing first drafts. <br/><br/>Unfortunately since finishing this book I've still yet to write any journal entries so I'll probably need some more people to reiterate this lesson. Maybe in another dozen years, the message will stick, and my days of journaling will commence.",,,1,0
47021,The Taming of the Shrew,William Shakespeare,"Shakespeare, William","Barbara A. Mowat, Paul Werstine","=""074347757X""","=""9780743477574""",5,3.74,Simon  Schuster,Mass Market Paperback,291,2004,1593,2025/05/24,2025/05/24,,,read,"Problematic as it may be, I loved it.<br/><br/>As a Washington/Seattle girl, one of my comfort movies is <i>10 Things I Hate About You</i>. Until recently, I hadn’t realized that Shakespeare’s <i>The Taming of the Shrew</i> was the source material for the film. The play is also where the expressions <i>“kill with kindness”</i> and <i>“break the ice”</i> come from.<br/><br/><i>The Taming of the Shrew</i> is often criticized for its mistreatment of Kate — interpreted by modern audiences as a parable about breaking a woman’s spirit. You can’t throw a stone without hitting someone who will lament on just how misogynistic this play is, so instead I’ll present an alternative interpretation: Kate meets her match in Petruchio, and vice versa. They are both total nutcases and they match each other’s freak.<br/><br/>If you’ve got an hour, <a href=""https://youtu.be/gH9FsjtBLSI?si=TFs_rDYNkmdvCdxF""> this early performance </a> from a young Meryl Streep at the very start of her career is worth a watch. And here’s the accompanying <a href=""https://www.nytimes.com/1978/08/06/archives/shakespeares-shrew-with-no-apologies-shakespeares-shrew-with-no.html""> 1978 <i>New York Times</i> article</a>.",,,1,0
9216051,Lolita,Vladimir Nabokov,"Nabokov, Vladimir",,"=""""","=""""",0,3.87,Vintage,Kindle Edition,376,2010,1955,,2025/02/21,to-read,to-read (#90),to-read,,,,1,0
205476,Our Town,Thornton Wilder,"Wilder, Thornton",Donald Margulies,"=""0060512636""","=""9780060512637""",5,3.74,Harper Perennial Modern Classics,Paperback,181,2003,1938,2025/01/20,2025/01/15,,,read,"Thorton Wilder opens <i>Our Town</i> with precise, almost clinical specificity:<br/><blockquote>""<b>STAGE MANAGER:</b> This play is called “Our Town.” It was written by Thornton Wilder; produced and directed by A. . . . (or: produced by A. . . . ; directed by B. . . .). In it you will see Miss C. . . . ; Miss D. . . . ; Miss E. . . . ; and Mr. F. . . . ; Mr. G. . . . ; Mr. H. . . . ; and many others. The name of the town is Grover’s Corners, New Hampshire—just across the Massachusetts line: latitude 42 degrees 40 minutes; longitude 70 degrees 37 minutes. The First Act shows a day in our town. The day is May 7, 1901. The time is just before dawn.""</blockquote><br/><br/>This opening pins the play to an exact time and place. Even when the play first premiered in 1938, 1901 was already long past. And yet, <i>Our Town</i> resonates deeply. Why?<br/><br/>In recent years, I’ve been obsessed with Noah Kahan’s album <i>Stick Season</i>, which captures the specificity of his experience growing up in small-town Vermont. The album’s title — <i>Stick Season</i> — refers to what Kahan describes as a uniquely New England phenomenon: the transitional period between the fall and winter.<br/><br/>Kahan often expresses his surprise and gratitude that the album resonates far beyond New England. He marvels at the fact that audiences from across the globe show up to sing, dance, and cry to his songs about small-town life: ""They can’t all be from Vermont or New Hampshire. They’re from all over the world and all over the country, and it’s an unbelievable feeling.""<br/><br/>This phenomenon, that the specific is often what resonates the most universally, is at the heart of Our Town. The truths embedded in Grover’s Corners belong to all of us. As Wilder shows, specificity doesn’t alienate. Specificity invites us in. Its universality isn’t born from grand gestures but from small truths: the rituals of family breakfasts, the awkwardness of first love, the unrelenting passage of time.<br/><br/>Like Kahan’s songs, Our Town roots itself in the deeply personal, making it all the more meaningful to audiences far removed from its setting.<br/><br/>Unlike Kahan, I don’t think Wilder was surprised by his play’s universal appeal. The title, Our Town, speaks for itself. It suggests ownership, connection, and shared humanity. Grover’s Corners becomes a microcosm of the human experience.<br/><br/>I decided I pick up <i>Our Town</i> after finishing Ann Patchett's Tom Lake. Given that Tom Lake had already ""spoiled"" the ending for me, I wasn't expecting this play to make me that emotional. I knew, or at least thought I knew, what was coming.<br/><br/>I was very very wrong. I watched some stolen version on YouTube of the TV movie for the 2003 Westport Country Playhouse production with Paul Newman as Stage Manager and I <I>sobbed</i> at the end. When reading a note from Wilder's nephew at the end of the script, I learned that this particular production came together, at least in part, as a response to 9/11: <br/><br/><blockquote>""Theaters increasingly turn to <i>Our Town</i> seeking a way to celebrate and depict hard-won lessons about the preciousness of life and community in the wake of trauma. Take, for example, Joanne Woodward’s decision to produce <i>Our Town</i>, starring Paul Newman, at Westport Country Playhouse in Connecticut, and later on Broadway, in response to the 9/11 attacks. And following the 2017 suicide bombing at Manchester Arena in the UK, the Manchester Royal Exchange Theatre mounted an enormously moving, successful production of <i>Our Town</i> dedicated to the memory of those who had died.""</blockquote><br/><br/>Emily’s final words resonate deeply: “Oh, earth, you're too wonderful for anybody to realize you. Do any human beings ever realize life while they live it—every, every minute?” The beauty of life lies in its smallest moments and that noticing them is what it means to be human.",,,1,0
26121751,The Comedy of Errors (Folger Shakespeare Library),William Shakespeare,"Shakespeare, William","Barbara A. Mowat, Paul Werstine","=""""","=""""",3,3.72,Simon & Schuster,Kindle Edition,272,2015,1594,2025/05/22,2025/05/22,,,read,"<i>The Comedy of Errors</i> is one of Shakespeare’s earliest works. It’s a quick read and leans heavily into its own chaos. <br/><br/>Shakespeare takes the basic plot from Plautus’s Menaechmi, then cranks it up a notch: two sets of identical twins separated at birth. One pair are both named Antipholus, and the other pair fills a servant for each. Both identical servants are named Dromio. They come together in Ephesus, but don't meet their twin counterparts until the end of play. The result? A ridiculous mess of mistaken identities, farce, and some truly baffling encounters.<br/><br/>The humor hinges on us accepting that these characters are so committed to their illogical reasoning that, for example, Egeon and his wife, parents of twins so identical they can only be told apart by name, would name them the same thing.<br/><br/>Or that Antipholus of Syracuse spends seven years desperately searching for his long-lost twin brother, whom without, he describes himself:<br/><blockquote><br/>“I to the world am like a drop of water That in the ocean seeks another drop, Who, falling there to find his fellow forth, Unseen, inquisitive, confounds himself. So I, to find a mother and a brother, In quest of them, unhappy, lose myself.” —Antipholus of Syracuse, Act 1, Scene 2<br/></blockquote><br/>When complete strangers start greeting him like they know him, demanding money, or calling him “husband,” he never once thinks, “Hmm, could this be my twin brother?” No— obviously this strange treatment is the result of witchcraft. <br/><br/><i>The Comedy of Errors</i> is a play that revels in its absurdity, which is exactly why it works.",,,1,0
82346,The Two Gentlemen of Verona,William Shakespeare,"Shakespeare, William","Paul Werstine, Barbara A. Mowat","=""0671722956""","=""9780671722951""",1,3.39,Simon  Schuster,Mass Market Paperback,245,2006,1594,2025/06/07,2025/06/07,,,read,I did not like this one. Plus the ending was awful.,,,1,0
29889257,Neuromancer (Sprawl #1),William Gibson,"Gibson, William",Neil Gaiman,"=""0143111604""","=""9780143111603""",0,3.89,Penguin Classics,Hardcover,277,2016,1984,,2023/03/19,to-read,to-read (#17),to-read,,,,0,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""0743273567""","=""9780743273565""",4,3.93,Scribner,Paperback,180,1925,1925,,2024/11/22,,,read,"All roads lead to West Egg - things that inspired me to read <i>The Great Gatsby</i> this week:<br/><br/>1. It just turned 100 years old last month!<br/><br/>2. I’ve been listening to Florence + the Machine a lot lately, and when I looked up if she had any new music on the way, I discovered she’s been working on a Gatsby adaptation for Broadway (not the one currently on Broadway, but a different one).<br/><br/>3. I read a long essay in <i>The Atlantic</i> last week about JD Vance, where the author argues that “In another age, [Vance’s] rise might have been taken as proof that the American dream was alive and mostly well. But our age has no simply inspiring and unifying tales, and each chapter of Vance’s success is part of a national failure” (“The Talented Mr. Vance,” by George Packer, upcoming in the July 2025 issue). On the subject of the American Dream, I can’t think of any character more symbolic of it than Gatsby.",,,1,0
197798168,All Fours,Miranda July,"July, Miranda",,"=""0593190262""","=""9780593190265""",1,3.41,Riverhead Books,Hardcover,336,2024,2024,2025/03/16,2025/03/17,,,read,"DNF @40% - I typically approach books without prior research, preferring to be surprised by what I find. ""All Fours"" was certainly surprising. (But also not for me!)<br/>I think in today’s dopamine-driven world, we too often conflate art that is shocking or novel with art that is meaningful and good. While art remains subjective, ""All Fours"" achieved remarkable popularity. A NYT bestseller, “All Fours” appeared on virtually every ""Best Books of 2024"" list (New York Times, Washington Post, NPR, Time Magazine, The New Yorker, Oprah Magazine, among others).<br/><br/>The writing is undeniably beautiful, lots of highlighter-worthy sentences. Yet the beauty feels strangely at odds with the novel's raw, primal sexuality and occasional vulgarity.<br/><br/>Had I researched Miranda July beforehand, I might have been able to appreciate this a bit more. Beginning as a performance artist, July has evolved into a multifaceted creator. She’s a film director, screenwriter, actress, and author. Her work consistently aims to provoke and challenge, making ""shocking"" content her artistic signature. For July and readers seeking such provocation, this book succeeds brilliantly.<br/><br/>I just think there are better for book clubs to be reading en-masse. ",,,1,0
6147457,Wuthering Heights,Emily Brontë,"Brontë, Emily","Pauline Nestor, Coralie Bickford-Smith, Lucasta Miller","=""0141040351""","=""9780141040356""",4,3.90,Penguin Classics,Hardcover,353,2008,1847,2023/08/21,2023/08/17,,,read,"2025 update: I’m bumping this up to 4 stars (and it could definitely be 5 in the future).<br/><br/>I think the first time I read it, I went in expecting a tragic, Romeo & Juliet type story. Cathy & Heathcliff are star-crossed lovers but Heathcliff class/race, and Cathy’s social ambitions keep them apart. That element exists, but I’d caution anyone against reading this purely as a 'romance' novel.<br/><br/>I think it reads far better (and more nuanced) as an exploration of intergenerational trauma. It’s about the cost of hurting others, the way we sabotage our own happiness to punish someone else, and how revenge poisons everyone it touches.<br/><br/>I also came away with a much deeper respect for Brontë’s craft. The first time through, I was so consumed by my loathing for the characters that I missed how meticulously structured the book is. The characters, setting, and language are intricate and obviously purposeful, yet the book and all the emotions it brings feel raw and untamed. <br/><br/>——————————<br/><br/>2023 review: <br/><br/>3 stars - It’s worth reading. Heathcliff and Cathy are Romeo and Juliet. If Romeo and Juliet were utterly unlikable people.<br/><br/>There are some amazing passages worth revisiting and while I don't know if it's a book I will want to fully re-read in the future. I thoroughly enjoyed the first half of the novel (I think the second half drops off a little).",,,2,0
49351774,The 3-Minute Rule: Say Less to Get More from Any Pitch or Presentation,Brant Pinvidic,"Pinvidic, Brant",,"=""0525540733""","=""9780525540731""",3,4.17,Portfolio,Kindle Edition,256,2019,,,2025/03/13,,,read,"There’s an irony in presenting a 'be concise' thesis as a 250-page book. While the page count might be necessary for marketability, it inevitably brings some filler. That aside, I thought this was excellent.<br/><br/>I’m currently struggling to explain my startup without spiraling into a rambling pitch that leaves me feeling like a terrible salesperson. This book offered a useful framework for brainstorming, identifying what makes my product compelling, and structuring that narrative for an audience.<br/><br/>Best of all, it avoids salesy gimmicks and cookie-cutter strategies that never feel natural to execute. The emphasis is on clear, authentic, evidence-based communication — presenting the facts and trusting the audience to reach the right conclusion without needing to declare my approach revolutionary or over-explain points that they likely understand or can confidently infer.<br/> ",,,1,0
10365,Where the Red Fern Grows,Wilson Rawls,"Rawls, Wilson",,"=""0375806814""","=""9780375806810""",4,4.13,Yearling,Mass Market Paperback,272,2000,1961,2025/03/13,2023/09/02,,,read,"This was the first book that ever made me cry. I’ve been terrified to reread it — worried the magic I felt as a kid, reading it under the covers past my bedtime, might not exist for the grown up version of me.<br/><br/>The magic still existed, the ending still breaks my heart. I’ll write a real review when I manage to stop crying.",,,1,0
37793,A Doll's House,Henrik Ibsen,"Ibsen, Henrik",,"=""1406914835""","=""9781406914832""",4,3.77,Hard Press,Paperback,122,2007,1879,2025/01/30,2025/01/30,,,read,"<i>A Doll’s House</i> was probably my favorite assigned reading in school. We read it aloud in 8th grade, and I remember being shocked by the ending—it felt powerful, radical, feminist. A seemingly perfect Victorian housewife, Nora, finds a radical a desire to know who she is independent of her role as a wife & mother and walks out on her husband and children to find out:<br/><br/><blockquote>HELMER:—To forsake your home, your husband, and your children! You don’t consider what the world will say.<br/>NORA:—I can pay no heed to that. I only know what I must do.<br/>HELMER:—It is exasperating! Can you forsake your holiest duties in this world?<br/>NORA:—What do you call my holiest duties?<br/>HELMER:—Do you ask me that? Your duties to your husband and your children.<br/>NORA:—I have other duties equally sacred.<br/>HELMER:—Impossible! What duties do you mean?<br/>NORA:—My duties towards myself.<br/>HELMER:—Before all else you are a wife and a mother.<br/>NORA:—That I no longer believe. I think that before all else I am a human being, just as much as you are—or at least I will try to become one.</blockquote><br/><br/>When this play was first performed in 1879—decades before women had the right to vote—the idea that a woman could leave her husband, <i>let alone her children</i>, was unthinkable. Theaters refused to stage it. Audiences were outraged. Ibsen was even pressured to write an alternative ending where Nora stays, because the original was considered too scandalous.  <br/><br/>But that was almost 150 years ago. <i>Why do we still care?</i> Since then, women have gained the right to vote & achieved financial independence, we now have access to no-fault divorce laws & birth control. And yet—we’re still teaching <i>A Doll’s House</i> in classrooms, still staging it on Broadway. <br/><br/>The beauty of rereading a classic is that while the text remains the same, I as a reader—and the world around me—have changed.  <br/><br/>At 14, I read A Doll’s House as a girl on the brink of independence, just months away from starting high school and learning to drive. Unsurprisingly, I was inspired by Nora’s desire for autonomy and self-discovery because it mirrored what I wanted for myself. <br/><br/>At 24, I find myself more curious about the dynamics between Nora and Torvald that lead to the failure of their marriage. I'm also more intrigued by the budding romance & role-reversal between Mrs. Linde and Krogstad, characters my eighth-grade self dismissed as annoying or villainous. <br/><br/>As a newly minted adult, I also read the play through the lens of shifting societal norms when it comes to long-term marriages/partnerships: American adults today are significantly less likely to marry or live with a partner than in previous generations. The national marriage rate hovers near an all-time low, and the share of women under 65 not living with a partner has steadily grown since the 1980s. In the past decade, women under 35 have been more likely to live with their parents than with a spouse—a trend unseen since the 1970s.<br/><br/> If I were asked to take as guess as to why relationships were trending this way, I’d probably venture to assume that due to the soaring educational and economic opportunities available to women, a large subset of degree-holding, career-focused, independent women no longer feel the need to marry. But, that guess would be wrong as the data tells an extremely different story. In 1980, Americans aged 25–34 without a college degree were more likely to marry than college graduates. Today, that’s flipped. Over the past 40 years, relationship formation has declined twice as fast among Americans without a college degree compared to those with one. This marriage gap between education levels continues to grow every year.   Why are the very groups most likely to uphold “traditional” family values—poorer, less-educated, more conservative—less likely to marry? It turns out, these women aren’t rejecting patriarchal marriage ideals; they’re holding men to them. <br/><br/>A marriage or romantic partnership can be many things: friendship, love, sex, someone to gossip with, someone to remind you to take out the trash.  But, there’s also a key “transaction” at the heart of traditional marriages such as Nora & Torvald’s illustrates in a dolls house: Women provide household management, emotional care, and orchestrate the units social life; Men provide physical protection & financial security.<br/><br/>Men's odds of being in a relationship today are still highly correlated with their income. Women do not typically invest in long-term relationships with men who have nothing to contribute economically. In the past few decades, young and especially less educated men's income has stagnated, even as women have charged into the workforce and seen their college-graduation rates soar. For single non-college-educated men, average inflation-adjusted earnings at age 45 have fallen by nearly 25 percent in the past half century, while for the country as a whole, average real earnings have more than doubled. As a result, a lot of young men today just don’t look like what women have come to think of as ‘marriage material’ (<a href=""https://www.theatlantic.com/ideas/archive/2025/02/america-marriage-decline/681518"">Derek Thompson, <i>“America’s ‘Marriage Material’ Shortage”</i>, February 3rd, 2025</a>)<br/><br/>So maybe if we look closer, <i>A Doll’s House</i> isn’t just about Nora’s oppression—it’s about Torvald’s, too. Torvald isn’t a villain in the mustache-twirling sense; he’s just as much a product of the system as Nora is. He has been taught that his value lies in his financial success and that his social status depends on having a pretty, obedient, and amusing wife.<br/><br/>If to be loved is to be known, Torvald does not love Nora because he does not truly know her. But to his defense, Nora has crafted her own identity to satisfy the men around her—if she doesn’t know herself, how can she expect Torvald to know her?<br/><br/><blockquote>NORA: It’s true, Torvald. When I lived at home with Papa, he used to tell me his opinion about everything, and so I had the same opinion. If I thought differently, I had to hide it from him, or he wouldn’t have liked it. He called me his little doll, and he used to play with me just as I played with my dolls. Then I came to live in your house—<br/>HELMER: That’s no way to talk about our marriage!<br/>NORA (undisturbed): I mean when I passed out of Papa’s hands into yours. You arranged everything to suit your own tastes, and so I came to have the same tastes as yours… or I pretended to. I’m not quite sure which—perhaps it was a bit of both.</blockquote><br/><br/>Perhaps Nora is right to walk away; she certainly deserves to understand herself. But will taking on the world alone—working solely for her own self-interest—really make her happy?<br/><br/>Mrs. Linde provides an interesting foil to Nora and challenges both the ideal of traditional marriage & the appeal of independence. Mrs. Linde has already experienced a loveless marriage, one she entered for her family’s financial security. After her husband dies and her finances deteriorate, she chooses to seek employment rather than remarry. <br/><br/>While Mrs. Linde finds purpose in her work, she also feels ""miserable"" without someone to care for. In the final act, she reunites with Krogstad, whom she had loved before her marriage but left because he couldn’t provide the financial security her family needed. Despite Krogstad’s lack of status and job, Mrs. Linde chooses to be with him, not out of obligation or necessity, but out of mutual love, respect, and desire. Having experienced an unfulfilling traditional marriage, she now seeks a second-chance at a partnership founded on genuine connection. <br/><br/><blockquote>MRS. LINDE: I could not endure life without work. All my life, as long as I can remember, I have worked, and it has been my greatest and only pleasure. But now I am quite alone in the world—my life is so dreadfully empty, and I feel so forsaken. There is not the least pleasure in working for one’s self. Nils, give me someone and something to work for.<br/>KROGSTAD: I don’t trust that. It is nothing but a woman’s overstrained sense of generosity that prompts you to make such an offer of yourself.<br/>MRS. LINDE: Have you ever noticed anything of the sort in me?<br/>KROGSTAD: Could you really do it? Tell me—do you know all about my past life?<br/>MRS. LINDE: Yes.<br/>KROGSTAD: And do you know what they think of me here?<br/>…<br/>MRS. LINDE: I want to be a mother to someone, and your children need a mother. We two need each other. Nils, I have faith in your real character—I can dare anything together with you.</blockquote><br/><br/>Interesting, despite <i>A Doll's House</i>'s its reputation as a feminist text, Ibsen himself rejected that label. When honored by the Norwegian Society for Women’s Rights, he replied: ""I thank you for your toast but must disclaim the honor of having consciously worked for women's rights. I am not even quite sure what women's rights really are. To me it has been a question of human rights.""<br/><br/>Ibsen identified as a humanist. Perhaps he never intended Nora’s liberation to be the central takeaway. Instead, the model to emulate may be the second-chance marriage between Mrs. Linde and Krogstad, which is founded on mutual love, respect, and admiration, without economic incentive or social pressure.",,,1,0
11250053,The Snow Child,Eowyn Ivey,"Ivey, Eowyn",,"=""0316175676""","=""9780316175678""",0,4.02,Reagan Arthur Books,Hardcover,386,2012,2012,,2025/02/20,to-read,to-read (#89),to-read,,,,0,0
17465709,"Braiding Sweetgrass: Indigenous Wisdom, Scientific Knowledge, and the Teachings of Plants",Robin Wall Kimmerer,"Kimmerer, Robin Wall",,"=""1571313354""","=""9781571313355""",0,4.51,Milkweed Editions,Hardcover,408,2013,2013,,2025/02/11,to-read,to-read (#88),to-read,,,,0,0
199534613,Margo's Got Money Troubles,Rufi Thorpe,"Thorpe, Rufi",,"=""0063356589""","=""9780063356580""",4,3.83,William Morrow,Hardcover,304,2024,2024,2025/02/09,2024/11/22,,,read,"I'm typically a fan of book to tv series adaptions, and before this was novel was even published it was  green lit for and upcoming Apple TV (i.e. $$$) series adaptation staring Elle Fanning, Nick Offerman & Michelle Pfeiffer (with other big names - Nicole Kidman signed on as EPs). <br/><br/>The cover & synopsis seems a bit cheesy, but the book is very much not. Totally worth the read.",,,1,0
212421041,How to Sleep at Night,Elizabeth        Harris,"Harris, Elizabeth",,"=""0063353237""","=""9780063353237""",0,3.38,William Morrow,Hardcover,304,2025,2025,,2025/02/09,to-read,to-read (#87),to-read,,,,0,0
32301946,Churchill and Orwell: The Fight for Freedom,Thomas E. Ricks,"Ricks, Thomas E.",,"=""1594206139""","=""9781594206139""",0,4.06,Penguin Pr,Hardcover,352,2017,2017,,2023/03/28,to-read,to-read (#86),to-read,,,,1,0
18774964,A Man Called Ove,Fredrik Backman,"Backman, Fredrik",Henning Koch,"=""1476738017""","=""9781476738017""",4,4.38,Atria Books,Hardcover,337,2014,2012,2025/02/01,2025/01/20,,,read,"<i>“To love someone is like moving into a house,"" Sonja used to say. ""At first you fall in love in everything new, you wonder every morning that this is one's own, as if they are afraid that someone will suddenly come tumbling through the door and say that there has been a serious mistake and that it simply was not meant to would live so fine. But as the years go by, the facade worn, the wood cracks here and there, and you start to love this house not so much for all the ways it is perfect in that for all the ways it is not. You become familiar with all its nooks and crannies. How to avoid that the key gets stuck in the lock if it is cold outside. Which floorboards have some give when you step on them, and exactly how to open the doors for them not to creak. That's it, all the little secrets that make it your home.”</i><br/><br/>I stumbled upon this quote and immediately fell in love, when I discovered it was from <I>A Man Called Ove</I>, I immediately checked it out from the library and without knowing anything about plot, dove right in. I was a bit surprised to discover that while the quote hints at a romance, this is not really a love story.<br/><br/>It's dark but also wholesome. Funny, yet tragic. It was 100% worth my time.",,,1,0
193781998,The Husbands,Holly Gramazio,"Gramazio, Holly",,"=""0385550618""","=""9780385550611""",3,3.52,Doubleday,Hardcover,352,2024,2024,2025/02/03,2025/02/01,,,read,"This book has a super awesome premise and a somewhat unfulfilling execution (but maybe that's the point?). The story revolves around Lauren, who returns home one evening to find her husband Michael waiting for her. The catch? She's not married. Things get even stranger when Michael heads to the attic to change a lightbulb, only for a completely new husband to descend. <br/><br/>Lauren discovers her attic has a magical quality: an endless supply of husbands. Swapping them out is as easy as swiping left on a dating app. Some are immediate rejections, while others linger before ultimately being sent back up.<br/><br/>The paradox of choice (sometimes called the ice cream dilemma) is the idea that while a handful of choices can make us feel empowered, too many choices can leave us stressed and unsatisfied. With limitless options we become bogged down in finding that perfect one. We also risk becoming obsessed with missed opportunities. That means that even if the choice we picked was great, we still worry that there may have been something even better out there.<br/><br/>With a seemingly infinite roster of potential partners, Lauren becomes ensnared in the pursuit of perfection, haunted by the fear of missing out on ""the one"". Whenever there's a flicker of discontent — why not see who is next?<br/><br/>Last week, a Bill Gates interview went viral where he revealed his biggest regret in life: his divorce from Melinda French Gates. Despite having what I'd assume is a myriad of dating options, it's impossible for anyone new to see him outside the context of being the Bill Gates. There's something profound and special about knowing different versions of a person as they grow—relationships are built on shared history. No matter how ""perfect"" his next partner might be, nothing can replace the 30+ years of memories and experiences he shared with Melinda.<br/><br/>I thought this was a really interesting details of <I>The Husbands</I> as Lauren meets each new husband without any memory of their relationship. Sometimes they've been married for six months, other times six years, and she has to rely on scrolling through photos of dates, vacations, and weddings to piece together what their relationship looks like.<br/><br/>Even if Lauren stumbled upon the ""perfect husband,"" would she recognize him without the context of their shared history? Would she be happier choosing someone and building a life—creating that history—rather than constantly starting over with a new husband each month, even if the next one is theoretically ""better""?",,,1,0
